"","X.1","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","distance"
"3135",3135,3135,30,2,211,31,24,11,"岐阜","盛岡","岐阜羽島","盛岡","岐阜羽島駅盛岡駅",1,5,355,23980,1,370,15.745363,1,0,1.524693,0.2,0.2,931.6
"3136",3136,3136,30,2,211,31,24,11,"岐阜","盛岡","名古屋","花巻","名古屋駅花巻駅",3,5,0,NA,NA,NA,94.023976,0,NA,31.21727,0.6,0.2,0.6
"3137",3137,3137,30,3,211,32,24,11,"岐阜","北上中部","岐阜羽島","新花巻","岐阜羽島駅新花巻駅",6,6,355,23320,1,370,19.426917,1,0,5.206247,1,0,896.3
"3138",3138,3138,30,3,211,32,24,11,"岐阜","北上中部","名古屋","花巻","名古屋駅花巻駅",0,6,0,NA,NA,NA,66.739098,0,NA,3.932392,0,0,0.001
"3139",3139,3139,30,4,211,33,24,11,"岐阜","両磐","岐阜羽島","一ノ関","岐阜羽島駅一ノ関駅",0,0,317,22680,1,446,15.605151,1,0,1.384481,NA,NA,841.4
"3140",3140,3140,30,4,211,33,24,11,"岐阜","両磐","名古屋","花巻","名古屋駅花巻駅",0,0,0,NA,NA,NA,116.780388,0,NA,53.973682,NA,NA,NA
"3141",3141,3141,30,5,211,41,24,12,"岐阜","仙台","岐阜羽島","仙台","岐阜羽島駅仙台駅",3,13,281,20960,1,518,15.53913,1,0,1.31846,0.230769230769231,0.461538461538461,748.1
"3142",3142,3142,30,5,211,41,24,12,"岐阜","仙台","名古屋","仙台","名古屋駅仙台駅",4,13,0,NA,NA,NA,78.097687,0,NA,15.290981,0.307692307692308,0.461538461538461,0.307692307692308
"3143",3143,3143,30,6,211,43,24,12,"岐阜","古川","岐阜羽島","くりこま高原","岐阜羽島駅くりこま高原駅",0,0,305,22240,1,470,19.284678,1,0,5.064008,NA,NA,812.5
"3144",3144,3144,30,6,211,43,24,12,"岐阜","古川","名古屋","仙台","名古屋駅仙台駅",0,0,0,NA,NA,NA,128.884421,0,NA,66.077715,NA,NA,NA
"3145",3145,3145,30,7,211,51,24,13,"岐阜","秋田臨海","岐阜羽島","秋田","岐阜羽島駅秋田駅",0,3,408,25920,1,264,16.532204,1,0,2.311534,0,0.666666666666667,1058.9
"3146",3146,3146,30,7,211,51,24,13,"岐阜","秋田臨海","名古屋","秋田","名古屋駅秋田駅",1,3,0,NA,NA,NA,78.136227,0,NA,15.329521,0.333333333333333,0.666666666666667,0.333333333333333
"3147",3147,3147,30,8,211,61,24,15,"岐阜","山形","岐阜羽島","山形","岐阜羽島駅山形駅",1,1,342,20960,1,396,15.539278,1,0,1.318608,1,0,756.2
"3148",3148,3148,30,8,211,61,24,15,"岐阜","山形","名古屋","山形","名古屋駅山形駅",0,1,0,NA,NA,NA,80.175988,0,NA,17.369282,0,0,0.001
"3149",3149,3149,30,9,211,63,24,12,"岐阜","米沢","岐阜羽島","米沢","岐阜羽島駅米沢駅",0,0,308,20300,1,464,15.975673,1,0,1.755003,NA,NA,709.2
"3150",3150,3150,30,9,211,63,24,12,"岐阜","米沢","名古屋","仙台","名古屋駅仙台駅",0,0,0,NA,NA,NA,138.099159,0,NA,75.292453,NA,NA,NA
"3151",3151,3151,30,10,211,64,24,12,"岐阜","新庄","岐阜羽島","新庄","岐阜羽島駅新庄駅",0,0,390,22240,1,300,14.660665,1,0,0.439995,NA,NA,817.7
"3152",3152,3152,30,10,211,64,24,12,"岐阜","新庄","名古屋","仙台","名古屋駅仙台駅",0,0,0,NA,NA,NA,151.312934,0,NA,88.506228,NA,NA,NA
"3153",3153,3153,30,11,211,71,24,12,"岐阜","福島","岐阜羽島","福島","岐阜羽島駅福島駅",3,5,273,19660,1,534,16.201363833,1,0,1.980693833,0.6,0.4,669.1
"3154",3154,3154,30,11,211,71,24,12,"岐阜","福島","名古屋","仙台","名古屋駅仙台駅",0,5,0,NA,NA,NA,114.7868175,0,NA,51.9801115,0,0.4,0.001
"3155",3155,3155,30,12,211,73,24,17,"岐阜","郡山","岐阜羽島","郡山","岐阜羽島駅郡山駅",1,2,258,19220,1,564,17.208948,1,0,2.988278,0.5,0.5,623
"3156",3156,3156,30,12,211,73,24,17,"岐阜","郡山","名古屋","福島","名古屋駅福島駅",0,2,0,NA,NA,NA,84.6749875,0,NA,21.8682815,0,0.5,0.001
"3157",3157,3157,30,13,211,76,24,17,"岐阜","白河","岐阜羽島","新白河","岐阜羽島駅新白河駅",0,0,265,18580,1,550,16.772649667,1,0,2.551979667,NA,NA,581.7
"3158",3158,3158,30,13,211,76,24,17,"岐阜","白河","名古屋","福島","名古屋駅福島駅",0,0,0,NA,NA,NA,86.3606725,0,NA,23.5539665,NA,NA,NA
"3159",3159,3159,30,14,211,91,24,18,"岐阜","宇都宮","岐阜羽島","宇都宮","岐阜羽島駅宇都宮駅",3,6,231,16420,1,618,16.369579667,1,0,2.148909667,0.5,0.5,505.8
"3160",3160,3160,30,14,211,91,24,18,"岐阜","宇都宮","名古屋","羽田","名古屋駅羽田駅",0,6,0,NA,NA,NA,159.79504833,0,NA,96.98834233,0,0.5,0.001
"3161",3161,3161,30,15,211,93,24,18,"岐阜","栃木・小山","岐阜羽島","小山","岐阜羽島駅小山駅",4,4,222,15120,1,636,23.661772259,1,0,9.441102259,1,0,476.9
"3162",3162,3162,30,15,211,93,24,18,"岐阜","栃木・小山","名古屋","羽田","名古屋駅羽田駅",0,4,0,NA,NA,NA,150.08936981,0,NA,87.28266381,0,0,0.001
"3163",3163,3163,30,16,211,95,24,18,"岐阜","那須","岐阜羽島","那須塩原","岐阜羽島駅那須塩原駅",1,1,250,17500,1,580,21.128006,1,0,6.907336,1,0,554.1
"3164",3164,3164,30,16,211,95,24,18,"岐阜","那須","名古屋","羽田","名古屋駅羽田駅",0,1,0,NA,NA,NA,210.872772,0,NA,148.066066,0,0,0.001
"3165",3165,3165,30,17,211,101,24,18,"岐阜","前橋・高崎","岐阜羽島","高崎","岐阜羽島駅高崎駅",5,10,229,16420,1,622,23.096506,1,0,8.875836,0.5,0.5,501.3
"3166",3166,3166,30,17,211,101,24,18,"岐阜","前橋・高崎","名古屋","羽田","名古屋駅羽田駅",0,10,0,NA,NA,NA,176.523013,0,NA,113.716307,0,0.5,0.001
"3167",3167,3167,30,18,211,104,24,18,"岐阜","沼田・利根","岐阜羽島","上毛高原","岐阜羽島駅上毛高原駅",0,0,254,17500,1,572,22.751337,1,0,8.530667,NA,NA,547.9
"3168",3168,3168,30,18,211,104,24,18,"岐阜","沼田・利根","名古屋","羽田","名古屋駅羽田駅",0,0,0,NA,NA,NA,201.598377,0,NA,138.791671,NA,NA,NA
"3169",3169,3169,30,19,211,111,24,18,"岐阜","浦和","岐阜羽島","大宮","岐阜羽島駅大宮駅",17,28,206,14040,1,668,19.622867,1,0,5.402197,0.607142857142857,0.392857142857143,426.6
"3170",3170,3170,30,19,211,111,24,18,"岐阜","浦和","名古屋","羽田","名古屋駅羽田駅",0,28,0,NA,NA,NA,99.687281,0,NA,36.880575,0,0.392857142857143,0.001
"3171",3171,3171,30,20,211,113,24,18,"岐阜","児玉・大里","岐阜羽島","熊谷","岐阜羽島駅熊谷駅",5,6,219,15120,1,642,14.930032,1,0,0.709362,0.833333333333333,0.166666666666667,461
"3172",3172,3172,30,20,211,113,24,18,"岐阜","児玉・大里","名古屋","羽田","名古屋駅羽田駅",0,6,0,NA,NA,NA,138.226853,0,NA,75.420147,0,0.166666666666667,0.001
"3173",3173,3173,30,21,211,131,24,18,"岐阜","23区","岐阜羽島","東京","岐阜羽島駅東京駅",339,394,180,12960,1,720,NA,1,0,NA,0.860406091370558,0.139593908629442,396.3
"3174",3174,3174,30,21,211,131,24,18,"岐阜","23区","名古屋","羽田","名古屋駅羽田駅",0,394,0,NA,NA,NA,NA,0,NA,NA,0,0.139593908629442,0.001
"3175",3175,3175,30,22,211,141,24,18,"岐阜","横浜","岐阜羽島","新横浜","岐阜羽島駅新横浜駅",38,60,160,12520,1,760,20.0830855,1,0,5.8624155,0.633333333333333,0.366666666666667,367.5
"3176",3176,3176,30,22,211,141,24,18,"岐阜","横浜","名古屋","羽田","名古屋駅羽田駅",0,60,0,NA,NA,NA,82.989876,0,NA,20.18317,0,0.366666666666667,0.001
"3177",3177,3177,30,23,211,144,24,18,"岐阜","小田原","岐阜羽島","小田原","岐阜羽島駅小田原駅",4,10,140,10800,1,800,15.490248,1,0,1.269578,0.4,0.6,312.4
"3178",3178,3178,30,23,211,144,24,18,"岐阜","小田原","名古屋","羽田","名古屋駅羽田駅",0,10,0,NA,NA,NA,122.81837517,0,NA,60.01166917,0,0.6,0.001
"3179",3179,3179,30,24,211,151,24,20,"岐阜","新潟","岐阜羽島","新潟","岐阜羽島駅新潟駅",3,10,300,20960,1,480,16.326954667,1,0,2.106284667,0.3,0.4,730.2
"3180",3180,3180,30,24,211,151,24,20,"岐阜","新潟","名古屋","新潟","名古屋駅新潟駅",3,10,0,NA,NA,NA,74.92078517,0,NA,12.11407917,0.3,0.4,0.3
"3181",3181,3181,30,25,211,152,24,20,"岐阜","長岡","岐阜羽島","長岡","岐阜羽島駅長岡駅",0,4,277,19660,1,526,14.511613,1,0,0.290943,0,1,666.9
"3182",3182,3182,30,25,211,152,24,20,"岐阜","長岡","名古屋","新潟","名古屋駅新潟駅",0,4,0,NA,NA,NA,121.65526859,0,NA,58.84856259,0,1,0.001
"3183",3183,3183,30,26,211,154,24,20,"岐阜","三条・燕","岐阜羽島","燕三条","岐阜羽島駅燕三条駅",0,1,288,20300,1,504,15.97488,1,0,1.75421,0,1,690.1
"3184",3184,3184,30,26,211,154,24,20,"岐阜","三条・燕","名古屋","新潟","名古屋駅新潟駅",0,1,0,NA,NA,NA,100.693818,0,NA,37.887112,0,1,0.001
"3185",3185,3185,30,27,211,155,24,20,"岐阜","魚沼","岐阜羽島","浦佐","岐阜羽島駅浦佐駅",1,1,267,19220,1,546,29.654807,1,0,15.434137,1,0,625.2
"3186",3186,3186,30,27,211,155,24,20,"岐阜","魚沼","名古屋","新潟","名古屋駅新潟駅",0,1,0,NA,NA,NA,160.035711,0,NA,97.229005,0,0,0.001
"3187",3187,3187,30,28,211,201,24,18,"岐阜","長野","岐阜羽島","長野","岐阜羽島駅長野駅",7,104,292,19220,1,496,15.300698,1,0,1.080028,0.0673076923076923,0.932692307692308,618.7
"3188",3188,3188,30,28,211,201,24,18,"岐阜","長野","名古屋","羽田","名古屋駅羽田駅",0,104,0,NA,NA,NA,251.037707,0,NA,188.231001,0,0.932692307692308,0.001
"3189",3189,3189,30,29,211,203,24,24,"岐阜","上田","岐阜羽島","上田","岐阜羽島駅上田駅",2,19,280,18580,1,520,14.754074,1,0,0.533404,0.105263157894737,0.894736842105263,585.5
"3190",3190,3190,30,29,211,203,24,24,"岐阜","上田","名古屋","名古屋","名古屋駅名古屋駅",0,19,0,NA,NA,NA,278.058587,0,NA,215.251881,0,0.894736842105263,0.001
"3191",3191,3191,30,30,211,211,24,24,"岐阜","岐阜","岐阜羽島","岐阜羽島","岐阜羽島駅岐阜羽島駅",0,0,0,NA,1,1080,28.44134,1,0,14.22067,NA,NA,0
"3192",3192,3192,30,30,211,211,24,24,"岐阜","岐阜","名古屋","名古屋","名古屋駅名古屋駅",0,0,0,NA,NA,NA,125.613412,0,NA,62.806706,NA,NA,NA
"3193",3193,3193,30,31,211,221,24,18,"岐阜","中部","岐阜羽島","静岡","岐阜羽島駅静岡駅",21,73,90,7340,1,900,15.594612,1,0,1.373942,0.287671232876712,0.712328767123288,216.1
"3194",3194,3194,30,31,211,221,24,18,"岐阜","中部","名古屋","羽田","名古屋駅羽田駅",0,73,0,NA,NA,NA,182.4034013,0,NA,119.5966953,0,0.712328767123288,0.001
"3195",3195,3195,30,32,211,222,24,24,"岐阜","西部","岐阜羽島","浜松","岐阜羽島駅浜松駅",16,174,61,4540,1,958,15.996116167,1,0,1.775446167,0.0919540229885057,0.908045977011494,139.2
"3196",3196,3196,30,32,211,222,24,24,"岐阜","西部","名古屋","名古屋","名古屋駅名古屋駅",0,174,0,NA,NA,NA,134.757803,0,NA,71.951097,0,0.908045977011494,0.001
"3197",3197,3197,30,33,211,223,24,18,"岐阜","東部","岐阜羽島","三島","岐阜羽島駅三島駅",35,81,118,9500,1,844,19.7536045,1,0,5.5329345,0.432098765432099,0.567901234567901,275.6
"3198",3198,3198,30,33,211,223,24,18,"岐阜","東部","名古屋","羽田","名古屋駅羽田駅",0,81,0,NA,NA,NA,145.04114633,0,NA,82.23444033,0,0.567901234567901,0.001
"3199",3199,3199,30,34,211,231,24,24,"岐阜","名古屋","岐阜羽島","名古屋","岐阜羽島駅名古屋駅",0,0,13,1160,1,1054,17.161530333,1,0,2.940860333,NA,NA,30.3
"3200",3200,3200,30,34,211,231,24,24,"岐阜","名古屋","名古屋","名古屋","名古屋駅名古屋駅",0,0,0,NA,NA,NA,94.185783,0,NA,31.379077,NA,NA,NA
"3201",3201,3201,30,35,211,232,24,24,"岐阜","東三河","岐阜羽島","豊橋","岐阜羽島駅豊橋駅",0,0,43,3880,1,994,15.715933667,1,0,1.495263667,NA,NA,102.7
"3202",3202,3202,30,35,211,232,24,24,"岐阜","東三河","名古屋","名古屋","名古屋駅名古屋駅",0,0,0,NA,NA,NA,113.32419522,0,NA,50.51748922,NA,NA,NA
"3203",3203,3203,30,36,211,233,24,24,"岐阜","豊田","岐阜羽島","三河安城","岐阜羽島駅三河安城駅",0,0,24,1940,1,1032,24.529034,1,0,10.308364,NA,NA,60
"3204",3204,3204,30,36,211,233,24,24,"岐阜","豊田","名古屋","名古屋","名古屋駅名古屋駅",0,0,0,NA,NA,NA,97.74004,0,NA,34.933334,NA,NA,NA
"3205",3205,3205,30,37,211,252,24,25,"岐阜","東北部","岐阜羽島","米原","岐阜羽島駅米原駅",0,395,19,1680,1,1042,19.653028,1,0,5.432358,0,1,49.6
"3206",3206,3206,30,37,211,252,24,25,"岐阜","東北部","名古屋","関西国際","名古屋駅関西国際駅",0,395,0,NA,NA,NA,193.008879,0,NA,130.202173,0,1,0.001
"3207",3207,3207,30,38,211,261,24,25,"岐阜","京都","岐阜羽島","京都","岐阜羽島駅京都駅",54,256,38,3880,1,1004,16.736801,1,0,2.516131,0.2109375,0.7890625,117.3
"3208",3208,3208,30,38,211,261,24,25,"岐阜","京都","名古屋","関西国際","名古屋駅関西国際駅",0,256,0,NA,NA,NA,141.249132,0,NA,78.442426,0,0.7890625,0.001
"3209",3209,3209,30,39,211,271,24,25,"岐阜","大阪","岐阜羽島","新大阪","岐阜羽島駅新大阪駅",57,120,54,5180,1,972,15.325791,1,0,1.105121,0.475,0.525,156.3
"3210",3210,3210,30,39,211,271,24,25,"岐阜","大阪","名古屋","関西国際","名古屋駅関西国際駅",0,120,0,NA,NA,NA,98.684195,0,NA,35.877489,0,0.525,0.001
"3211",3211,3211,30,40,211,281,24,25,"岐阜","神戸","岐阜羽島","新神戸","岐阜羽島駅新神戸駅",14,53,67,6700,1,946,15.947077,1,0,1.726407,0.264150943396226,0.735849056603774,193.2
"3212",3212,3212,30,40,211,281,24,25,"岐阜","神戸","名古屋","関西国際","名古屋駅関西国際駅",0,53,0,NA,NA,NA,91.050967,0,NA,28.244261,0,0.735849056603774,0.001
"3213",3213,3213,30,41,211,283,24,25,"岐阜","播磨","岐阜羽島","姫路","岐阜羽島駅姫路駅",10,41,84,8860,1,912,15.649917667,1,0,1.429247667,0.24390243902439,0.75609756097561,248
"3214",3214,3214,30,41,211,283,24,25,"岐阜","播磨","名古屋","関西国際","名古屋駅関西国際駅",0,41,0,NA,NA,NA,127.58799967,0,NA,64.78129367,0,0.75609756097561,0.001
"3215",3215,3215,30,42,211,331,24,30,"岐阜","県南","岐阜羽島","岡山","岐阜羽島駅岡山駅",13,54,99,11240,1,882,15.410040167,1,0,1.189370167,0.240740740740741,0.759259259259259,336.6
"3216",3216,3216,30,42,211,331,24,30,"岐阜","県南","名古屋","岡山","名古屋駅岡山駅",0,54,0,NA,NA,NA,82.49082467,0,NA,19.68411867,0,0.759259259259259,0.001
"3217",3217,3217,30,43,211,341,24,31,"岐阜","広島","岐阜羽島","広島","岐阜羽島駅広島駅",13,19,140,15760,1,800,16.3254935,1,0,2.1048235,0.684210526315789,0.315789473684211,497.9
"3218",3218,3218,30,43,211,341,24,31,"岐阜","広島","名古屋","広島","名古屋駅広島駅",0,19,0,NA,NA,NA,107.93022217,0,NA,45.12351617,0,0.315789473684211,0.001
"3219",3219,3219,30,44,211,342,24,31,"岐阜","備後","岐阜羽島","福山","岐阜羽島駅福山駅",5,7,117,12960,1,846,14.787935167,1,0,0.567265167,0.714285714285714,0.285714285714286,394.9
"3220",3220,3220,30,44,211,342,24,31,"岐阜","備後","名古屋","広島","名古屋駅広島駅",0,7,0,NA,NA,NA,105.8071455,0,NA,43.0004395,0,0.285714285714286,0.001
"3221",3221,3221,30,45,211,351,24,32,"岐阜","山口","岐阜羽島","新山口","岐阜羽島駅新山口駅",3,7,168,19220,1,744,25.11626674,1,0,10.89559674,0.428571428571429,0.571428571428571,630.7
"3222",3222,3222,30,45,211,351,24,32,"岐阜","山口","名古屋","山口宇部","名古屋駅山口宇部駅",0,7,0,NA,NA,NA,97.41841948,0,NA,34.61171348,0,0.571428571428571,0.001
"3223",3223,3223,30,46,211,352,24,32,"岐阜","下関","岐阜羽島","新下関","岐阜羽島駅新下関駅",2,2,311,20300,1,458,19.694376,1,0,5.473706,1,0,692.4
"3224",3224,3224,30,46,211,352,24,32,"岐阜","下関","名古屋","山口宇部","名古屋駅山口宇部駅",0,2,0,NA,NA,NA,93.979931,0,NA,31.173225,0,0,0.001
"3225",3225,3225,30,47,211,353,24,32,"岐阜","宇部","岐阜羽島","厚狭","岐阜羽島駅厚狭駅",3,3,300,19660,1,480,27.803067,1,0,13.582397,1,0,665.8
"3226",3226,3226,30,47,211,353,24,32,"岐阜","宇部","名古屋","山口宇部","名古屋駅山口宇部駅",0,3,0,NA,NA,NA,66.417599,0,NA,3.610893,0,0,0.001
"3227",3227,3227,30,48,211,354,24,32,"岐阜","岩国","岐阜羽島","新岩国","岐阜羽島駅新岩国駅",1,1,250,16840,1,580,20.705331,1,0,6.484661,1,0,539.3
"3228",3228,3228,30,48,211,354,24,32,"岐阜","岩国","名古屋","山口宇部","名古屋駅山口宇部駅",0,1,0,NA,NA,NA,153.752115,0,NA,90.945409,0,0,0.001
"3229",3229,3229,30,49,211,355,24,32,"岐阜","徳山","岐阜羽島","徳山","岐阜羽島駅徳山駅",1,1,165,18580,1,750,21.511294,1,0,7.290624,1,0,586.4
"3230",3230,3230,30,49,211,355,24,32,"岐阜","徳山","名古屋","山口宇部","名古屋駅山口宇部駅",0,1,0,NA,NA,NA,118.459009,0,NA,55.652303,0,0,0.001
"3231",3231,3231,30,50,211,401,24,37,"岐阜","福岡","岐阜羽島","博多","岐阜羽島駅博多駅",34,50,204,21600,1,672,15.974329,1,0,1.753659,0.68,0.2,778.6
"3232",3232,3232,30,50,211,401,24,37,"岐阜","福岡","名古屋","福岡","名古屋駅福岡駅",6,50,0,NA,NA,NA,66.838404,0,NA,4.031698,0.12,0.2,0.12
"3233",3233,3233,30,51,211,402,24,37,"岐阜","北九州","岐阜羽島","小倉","岐阜羽島駅小倉駅",10,12,187,20300,1,706,14.965143333,1,0,0.744473333,0.833333333333333,0.0833333333333333,711.4
"3234",3234,3234,30,51,211,402,24,37,"岐阜","北九州","名古屋","福岡","名古屋駅福岡駅",1,12,0,NA,NA,NA,107.936082,0,NA,45.129376,0.0833333333333333,0.0833333333333333,0.0833333333333333
"3235",3235,3235,30,52,211,432,24,41,"岐阜","八代・芦北","岐阜羽島","新八代","岐阜羽島駅新八代駅",1,1,304,23980,1,472,16.717181667,1,0,2.496511667,1,0,929.9
"3236",3236,3236,30,52,211,432,24,41,"岐阜","八代・芦北","名古屋","熊本","名古屋駅熊本駅",0,1,0,NA,NA,NA,101.5880745,0,NA,38.7813685,0,0,0.001
"3237",3237,3237,30,53,211,461,24,44,"岐阜","鹿児島","岐阜羽島","鹿児島中央","岐阜羽島駅鹿児島中央駅",1,12,349,25920,1,382,16.135234167,1,0,1.914564167,0.0833333333333333,0.583333333333333,1067.5
"3238",3238,3238,30,53,211,461,24,44,"岐阜","鹿児島","名古屋","鹿児島","名古屋駅鹿児島駅",4,12,0,NA,NA,NA,88.01193117,0,NA,25.20522517,0.333333333333333,0.583333333333333,0.333333333333333
"3239",3239,3239,30,54,211,462,24,44,"岐阜","川北薩・串木野","岐阜羽島","川内","岐阜羽島駅川内駅",0,1,337,25280,1,406,15.054644167,1,0,0.833974167,0,0,1021.4
"3240",3240,3240,30,54,211,462,24,44,"岐阜","川北薩・串木野","名古屋","鹿児島","名古屋駅鹿児島駅",1,1,0,NA,NA,NA,98.01609617,0,NA,35.20939017,1,0,0.999
"3241",3241,3241,31,1,221,22,18,10,"中部","南部","静岡","八戸","静岡駅八戸駅",3,3,279,22240,1,522,10.20079,1,0,4.994543,1,0,812.1
"3242",3242,3242,31,1,221,22,18,10,"中部","南部","羽田","三沢","羽田駅三沢駅",0,3,80,14750,1095,585,26.456241,0,1,22.523849,0,0,0.001
"3243",3243,3243,31,2,221,31,18,11,"中部","盛岡","静岡","盛岡","静岡駅盛岡駅",7,9,243,20300,1,594,6.73094,1,0,1.524693,0.777777777777778,0.222222222222222,715.5
"3244",3244,3244,31,2,221,31,18,11,"中部","盛岡","羽田","花巻","羽田駅花巻駅",0,9,0,NA,NA,NA,35.149662,0,NA,31.21727,0,0.222222222222222,0.001
"3245",3245,3245,31,3,221,32,18,11,"中部","北上中部","静岡","新花巻","静岡駅新花巻駅",0,0,243,20300,1,594,10.412494,1,0,5.206247,NA,NA,680.2
"3246",3246,3246,31,3,221,32,18,11,"中部","北上中部","羽田","花巻","羽田駅花巻駅",0,0,0,NA,NA,NA,7.864784,0,NA,3.932392,NA,NA,NA
"3247",3247,3247,31,4,221,33,18,11,"中部","両磐","静岡","一ノ関","静岡駅一ノ関駅",0,0,205,19220,1,670,6.590728,1,0,1.384481,NA,NA,625.3
"3248",3248,3248,31,4,221,33,18,11,"中部","両磐","羽田","花巻","羽田駅花巻駅",0,0,0,NA,NA,NA,57.906074,0,NA,53.973682,NA,NA,NA
"3249",3249,3249,31,5,221,41,18,12,"中部","仙台","静岡","仙台","静岡駅仙台駅",20,23,169,16840,1,742,6.524707,1,0,1.31846,0.869565217391304,0.0434782608695652,532
"3250",3250,3250,31,5,221,41,18,12,"中部","仙台","羽田","仙台","羽田駅仙台駅",2,23,60,9050,1460,270,19.223373,0,2,15.290981,0.0869565217391304,0.0434782608695652,0.0869565217391304
"3251",3251,3251,31,6,221,43,18,12,"中部","古川","静岡","くりこま高原","静岡駅くりこま高原駅",1,2,193,18580,1,694,10.270255,1,0,5.064008,0.5,0.5,596.4
"3252",3252,3252,31,6,221,43,18,12,"中部","古川","羽田","仙台","羽田駅仙台駅",0,2,60,9050,1460,270,70.010107,0,2,66.077715,0,0.5,0.001
"3253",3253,3253,31,7,221,51,18,13,"中部","秋田臨海","静岡","秋田","静岡駅秋田駅",2,7,296,22680,1,488,7.517781,1,0,2.311534,0.285714285714286,0.714285714285714,842.8
"3254",3254,3254,31,7,221,51,18,13,"中部","秋田臨海","羽田","秋田","羽田駅秋田駅",0,7,70,12300,2555,660,19.261913,0,2,15.329521,0,0.714285714285714,0.001
"3255",3255,3255,31,8,221,61,18,15,"中部","山形","静岡","山形","静岡駅山形駅",8,10,230,17500,1,620,6.524855,1,0,1.318608,0.8,0.2,540.1
"3256",3256,3256,31,8,221,61,18,15,"中部","山形","羽田","山形","羽田駅山形駅",0,10,60,9100,365,80,21.301674,0,1,17.369282,0,0.2,0.001
"3257",3257,3257,31,9,221,63,18,12,"中部","米沢","静岡","米沢","静岡駅米沢駅",2,2,196,15760,1,688,6.96125,1,0,1.755003,1,0,493.1
"3258",3258,3258,31,9,221,63,18,12,"中部","米沢","羽田","仙台","羽田駅仙台駅",0,2,60,9050,1460,270,79.224845,0,2,75.292453,0,0,0.001
"3259",3259,3259,31,10,221,64,18,12,"中部","新庄","静岡","新庄","静岡駅新庄駅",2,2,278,19220,1,524,1.047476,1,0,0.439995,1,0,601.6
"3260",3260,3260,31,10,221,64,18,12,"中部","新庄","羽田","仙台","羽田駅仙台駅",0,2,60,9050,1460,270,231.235784,0,2,88.506228,0,0,0.001
"3261",3261,3261,31,11,221,71,18,12,"中部","福島","静岡","福島","静岡駅福島駅",1,1,161,14680,1,758,2.588174833,1,0,1.980693833,1,0,453
"3262",3262,3262,31,11,221,71,18,12,"中部","福島","羽田","仙台","羽田駅仙台駅",0,1,60,9050,1460,270,194.7096675,0,2,51.9801115,0,0,0.001
"3263",3263,3263,31,12,221,73,18,17,"中部","郡山","静岡","郡山","静岡駅郡山駅",1,2,146,13600,1,788,3.595759,1,0,2.988278,0.5,0.5,406.9
"3264",3264,3264,31,12,221,73,18,17,"中部","郡山","羽田","福島","羽田駅福島駅",0,2,0,NA,NA,NA,164.5978375,0,NA,21.8682815,0,0.5,0.001
"3265",3265,3265,31,13,221,76,18,17,"中部","白河","静岡","新白河","静岡駅新白河駅",0,0,153,12520,1,774,3.159460667,1,0,2.551979667,NA,NA,365.6
"3266",3266,3266,31,13,221,76,18,17,"中部","白河","羽田","福島","羽田駅福島駅",0,0,0,NA,NA,NA,166.2835225,0,NA,23.5539665,NA,NA,NA
"3267",3267,3267,31,14,221,91,18,18,"中部","宇都宮","静岡","宇都宮","静岡駅宇都宮駅",9,22,119,10160,1,842,2.756390667,1,0,2.148909667,0.409090909090909,0.590909090909091,289.7
"3268",3268,3268,31,14,221,91,18,18,"中部","宇都宮","羽田","羽田","羽田駅羽田駅",0,22,0,NA,NA,NA,239.71789833,0,NA,96.98834233,0,0.590909090909091,0.001
"3269",3269,3269,31,15,221,93,18,18,"中部","栃木・小山","静岡","小山","静岡駅小山駅",8,11,110,9500,1,860,10.048583259,1,0,9.441102259,0.727272727272727,0.272727272727273,260.8
"3270",3270,3270,31,15,221,93,18,18,"中部","栃木・小山","羽田","羽田","羽田駅羽田駅",0,11,0,NA,NA,NA,230.01221981,0,NA,87.28266381,0,0.272727272727273,0.001
"3271",3271,3271,31,16,221,95,18,18,"中部","那須","静岡","那須塩原","静岡駅那須塩原駅",3,5,138,11240,1,804,7.514817,1,0,6.907336,0.6,0.4,338
"3272",3272,3272,31,16,221,95,18,18,"中部","那須","羽田","羽田","羽田駅羽田駅",0,5,0,NA,NA,NA,290.795622,0,NA,148.066066,0,0.4,0.001
"3273",3273,3273,31,17,221,101,18,18,"中部","前橋・高崎","静岡","高崎","静岡駅高崎駅",15,38,117,10160,1,846,9.483317,1,0,8.875836,0.394736842105263,0.605263157894737,285.2
"3274",3274,3274,31,17,221,101,18,18,"中部","前橋・高崎","羽田","羽田","羽田駅羽田駅",0,38,0,NA,NA,NA,256.445863,0,NA,113.716307,0,0.605263157894737,0.001
"3275",3275,3275,31,18,221,104,18,18,"中部","沼田・利根","静岡","上毛高原","静岡駅上毛高原駅",0,1,142,11240,1,796,9.138148,1,0,8.530667,0,1,331.8
"3276",3276,3276,31,18,221,104,18,18,"中部","沼田・利根","羽田","羽田","羽田駅羽田駅",0,1,0,NA,NA,NA,281.521227,0,NA,138.791671,0,1,0.001
"3277",3277,3277,31,19,221,111,18,18,"中部","浦和","静岡","大宮","静岡駅大宮駅",94,193,94,7340,1,892,6.009678,1,0,5.402197,0.487046632124352,0.512953367875648,210.5
