i,j,駅i,駅j,distance,cost
61,75,北上,長岡,216.9,3670
61,76,北上,燕三条,193.7,3350
61,77,北上,新潟,153.6,2590
61,78,北上,安中榛名,364,6260
61,79,北上,軽井沢,340.7,5940
61,80,北上,佐久平,323.1,5620
61,81,北上,上田,298.3,5080
61,82,北上,長野,265.1,4750
61,83,北上,飯山,235.2,4000
61,84,北上,上越妙高,205.6,3670
61,85,北上,糸魚川,168.6,3020
61,86,北上,黒部宇奈月温泉,129.4,2270
61,87,北上,富山,95.6,1660
61,88,北上,新高岡,76.7,1320
61,89,北上,金沢,37,670
61,90,北上,米沢,174.6,3020
61,91,北上,高畠,164.8,3020
61,92,北上,赤湯,158.6,2590
61,93,北上,かみのやま温泉,139.7,2270
61,94,北上,山形,127.6,2270
61,95,北上,天童,114.3,1940
61,96,北上,さくらんぼ東根,106.6,1940
61,97,北上,村山,101.2,1940
61,98,北上,大石田,87.8,1490
61,99,北上,新庄,66.1,1140
61,100,北上,雫石,63.8,1140
61,101,北上,田沢湖,87.9,1490
61,102,北上,角館,106.6,1940
61,103,北上,大曲,123.4,2270
61,104,北上,秋田,175.1,3020
62,1,新花巻,東京,500,7880
62,2,新花巻,品川,506.8,8210
62,3,新花巻,新横浜,528.8,8420
62,4,新花巻,小田原,583.9,9290
62,5,新花巻,熱海,604.6,9610
62,6,新花巻,三島,620.7,9610
62,7,新花巻,新富士,646.2,9830
62,8,新花巻,静岡,680.2,10150
62,9,新花巻,掛川,729.3,10480
62,10,新花巻,浜松,757.1,10480
62,11,新花巻,豊橋,793.6,10800
62,12,新花巻,三河安城,836.3,11120
62,13,新花巻,名古屋,866,11340
62,14,新花巻,岐阜羽島,896.3,11660
62,15,新花巻,米原,945.9,11990
62,16,新花巻,京都,1013.6,12640
62,17,新花巻,新大阪,1052.6,12960
62,18,新花巻,新神戸,1089.5,13180
62,19,新花巻,西明石,1112.3,13180
62,20,新花巻,姫路,1144.3,13500
62,21,新花巻,相生,1165,13820
62,22,新花巻,岡山,1232.9,14150
62,23,新花巻,新倉敷,1258.1,14470
62,24,新花巻,福山,1291.2,14800
62,25,新花巻,新尾道,1311.3,14800
62,26,新花巻,三原,1322.8,15010
62,27,新花巻,東広島,1362.4,15340
62,28,新花巻,広島,1394.2,15340
62,29,新花巻,新岩国,1435.6,15660
62,30,新花巻,徳山,1482.7,16310
62,31,新花巻,新山口,1527,16520
62,32,新花巻,厚狭,1562.1,16850
62,33,新花巻,新下関,1588.7,16850
62,34,新花巻,小倉,1607.7,17170
62,35,新花巻,博多,1674.9,17500
62,36,新花巻,新鳥栖,1703.5,17820
62,37,新花巻,久留米,1710.6,17820
62,38,新花巻,筑後船小屋,1726.4,18140
62,39,新花巻,新大牟田,1744.2,18140
62,40,新花巻,新玉名,1765.3,18360
62,41,新花巻,熊本,1793.3,18360
62,42,新花巻,新八代,1826.2,18680
62,43,新花巻,新水俣,1869,19010
62,44,新花巻,出水,1885,19330
62,45,新花巻,川内,1917.7,19330
62,46,新花巻,鹿児島中央,1963.8,19870
62,47,新花巻,上野,496.4,7880
62,48,新花巻,大宮,469.7,7560
62,49,新花巻,小山,419.4,6800
62,50,新花巻,宇都宮,390.5,6480
62,51,新花巻,那須塩原,342.2,5940
62,52,新花巻,新白河,314.6,5400
62,53,新花巻,郡山,273.3,4750
62,54,新花巻,福島,227.2,4000
62,55,新花巻,白石蔵王,193.2,3350
62,56,新花巻,仙台,148.2,2590
62,57,新花巻,古川,105,1940
62,58,新花巻,くりこま高原,83.8,1490
62,59,新花巻,一ノ関,54.9,970
62,60,新花巻,水沢江刺,29.9,500
62,61,新花巻,北上,12.5,240
62,62,新花巻,新花巻,0,#N/A
62,63,新花巻,盛岡,35.3,670
62,64,新花巻,いわて沼宮内,66.4,1140
62,65,新花巻,二戸,101,1940
62,66,新花巻,八戸,131.9,2270
62,67,新花巻,七戸十和田,168,3020
62,68,新花巻,新青森,213.7,3670
62,69,新花巻,熊谷,435.3,7020
62,70,新花巻,本庄早稲田,414,6800
62,71,新花巻,高崎,395,6480
62,72,新花巻,上毛高原,348.4,5940
62,73,新花巻,越後湯沢,300.8,5400
62,74,新花巻,浦佐,271.1,4750
62,75,新花巻,長岡,229.4,4000
62,76,新花巻,燕三条,206.2,3670
62,77,新花巻,新潟,166.1,3020
62,78,新花巻,安中榛名,376.5,6260
62,79,新花巻,軽井沢,353.2,5940
62,80,新花巻,佐久平,335.6,5620
62,81,新花巻,上田,310.8,5400
62,82,新花巻,長野,277.6,4750
62,83,新花巻,飯山,247.7,4430
62,84,新花巻,上越妙高,218.1,3670
62,85,新花巻,糸魚川,181.1,3350
62,86,新花巻,黒部宇奈月温泉,141.9,2590
62,87,新花巻,富山,108.1,1940
62,88,新花巻,新高岡,89.2,1490
62,89,新花巻,金沢,49.5,840
62,90,新花巻,米沢,187.1,3350
62,91,新花巻,高畠,177.3,3020
62,92,新花巻,赤湯,171.1,3020
62,93,新花巻,かみのやま温泉,152.2,2590
62,94,新花巻,山形,140.1,2590
62,95,新花巻,天童,126.8,2270
62,96,新花巻,さくらんぼ東根,119.1,1940
62,97,新花巻,村山,113.7,1940
62,98,新花巻,大石田,100.3,1940
62,99,新花巻,新庄,78.6,1320
62,100,新花巻,雫石,51.3,970
62,101,新花巻,田沢湖,75.4,1320
62,102,新花巻,角館,94.1,1660
62,103,新花巻,大曲,110.9,1940
62,104,新花巻,秋田,162.6,3020
63,1,盛岡,東京,535.3,8420
63,2,盛岡,品川,542.1,8750
63,3,盛岡,新横浜,564.1,8960
63,4,盛岡,小田原,619.2,9610
63,5,盛岡,熱海,639.9,9610
63,6,盛岡,三島,656,9830
63,7,盛岡,新富士,681.5,10150
63,8,盛岡,静岡,715.5,10150
63,9,盛岡,掛川,764.6,10800
63,10,盛岡,浜松,792.4,10800
63,11,盛岡,豊橋,828.9,11120
63,12,盛岡,三河安城,871.6,11340
63,13,盛岡,名古屋,901.3,11660
63,14,盛岡,岐阜羽島,931.6,11990
63,15,盛岡,米原,981.2,12310
63,16,盛岡,京都,1048.9,12960
63,17,盛岡,新大阪,1087.9,13180
63,18,盛岡,新神戸,1124.8,13500
63,19,盛岡,西明石,1147.6,13500
63,20,盛岡,姫路,1179.6,13820
63,21,盛岡,相生,1200.3,14150
63,22,盛岡,岡山,1268.2,14470
63,23,盛岡,新倉敷,1293.4,14800
63,24,盛岡,福山,1326.5,15010
63,25,盛岡,新尾道,1346.6,15010
63,26,盛岡,三原,1358.1,15010
63,27,盛岡,東広島,1397.7,15340
63,28,盛岡,広島,1429.5,15660
63,29,盛岡,新岩国,1470.9,15980
63,30,盛岡,徳山,1518,16310
63,31,盛岡,新山口,1562.3,16850
63,32,盛岡,厚狭,1597.4,16850
63,33,盛岡,新下関,1624,17170
63,34,盛岡,小倉,1643,17500
63,35,盛岡,博多,1710.2,17820
63,36,盛岡,新鳥栖,1738.8,18140
63,37,盛岡,久留米,1745.9,18140
63,38,盛岡,筑後船小屋,1761.7,18360
63,39,盛岡,新大牟田,1779.5,18360
63,40,盛岡,新玉名,1800.6,18680
63,41,盛岡,熊本,1828.6,18680
63,42,盛岡,新八代,1861.5,19010
63,43,盛岡,新水俣,1904.3,19330
63,44,盛岡,出水,1920.3,19660
63,45,盛岡,川内,1953,19660
63,46,盛岡,鹿児島中央,1999.1,19870
63,47,盛岡,上野,531.7,8420
63,48,盛岡,大宮,505,8210
63,49,盛岡,小山,454.7,7340
63,50,盛岡,宇都宮,425.8,7020
63,51,盛岡,那須塩原,377.5,6260
63,52,盛岡,新白河,349.9,5940
63,53,盛岡,郡山,308.6,5400
63,54,盛岡,福島,262.5,4750
63,55,盛岡,白石蔵王,228.5,4000
63,56,盛岡,仙台,183.5,3350
63,57,盛岡,古川,140.3,2590
63,58,盛岡,くりこま高原,119.1,1940
63,59,盛岡,一ノ関,90.2,1660
63,60,盛岡,水沢江刺,65.2,1140
63,61,盛岡,北上,47.8,840
63,62,盛岡,新花巻,35.3,670
63,63,盛岡,盛岡,0,#N/A
63,64,盛岡,いわて沼宮内,31.1,580
63,65,盛岡,二戸,65.7,1140
63,66,盛岡,八戸,96.6,1660
63,67,盛岡,七戸十和田,132.7,2270
63,68,盛岡,新青森,178.4,3020
63,69,盛岡,熊谷,470.6,7560
63,70,盛岡,本庄早稲田,449.3,7340
63,71,盛岡,高崎,430.3,7020
63,72,盛岡,上毛高原,383.7,6480
63,73,盛岡,越後湯沢,336.1,5620
63,74,盛岡,浦佐,306.4,5400
63,75,盛岡,長岡,264.7,4750
63,76,盛岡,燕三条,241.5,4430
63,77,盛岡,新潟,201.4,3670
63,78,盛岡,安中榛名,411.8,6800
63,79,盛岡,軽井沢,388.5,6480
63,80,盛岡,佐久平,370.9,6260
63,81,盛岡,上田,346.1,5940
63,82,盛岡,長野,312.9,5400
63,83,盛岡,飯山,283,5080
63,84,盛岡,上越妙高,253.4,4430
63,85,盛岡,糸魚川,216.4,3670
63,86,盛岡,黒部宇奈月温泉,177.2,3020
63,87,盛岡,富山,143.4,2590
63,88,盛岡,新高岡,124.5,2270
63,89,盛岡,金沢,84.8,1490
63,90,盛岡,米沢,222.4,4000
63,91,盛岡,高畠,212.6,3670
63,92,盛岡,赤湯,206.4,3670
63,93,盛岡,かみのやま温泉,187.5,3350
63,94,盛岡,山形,175.4,3020
63,95,盛岡,天童,162.1,3020
63,96,盛岡,さくらんぼ東根,154.4,2590
63,97,盛岡,村山,149,2590
63,98,盛岡,大石田,135.6,2270
63,99,盛岡,新庄,113.9,1940
63,100,盛岡,雫石,16,320
63,101,盛岡,田沢湖,40.1,760
63,102,盛岡,角館,58.8,970
63,103,盛岡,大曲,75.6,1320
63,104,盛岡,秋田,127.3,2270
64,1,いわて沼宮内,東京,566.4,8960
64,2,いわて沼宮内,品川,573.2,8960
64,3,いわて沼宮内,新横浜,595.2,9290
64,4,いわて沼宮内,小田原,650.3,9830
64,5,いわて沼宮内,熱海,671,9830
64,6,いわて沼宮内,三島,687.1,10150
64,7,いわて沼宮内,新富士,712.6,10150
64,8,いわて沼宮内,静岡,746.6,10480
64,9,いわて沼宮内,掛川,795.7,10800
64,10,いわて沼宮内,浜松,823.5,11120
64,11,いわて沼宮内,豊橋,860,11340
64,12,いわて沼宮内,三河安城,902.7,11660
64,13,いわて沼宮内,名古屋,932.4,11990
64,14,いわて沼宮内,岐阜羽島,962.7,12310
64,15,いわて沼宮内,米原,1012.3,12640
64,16,いわて沼宮内,京都,1080,12960
64,17,いわて沼宮内,新大阪,1119,13180
64,18,いわて沼宮内,新神戸,1155.9,13500
64,19,いわて沼宮内,西明石,1178.7,13820
64,20,いわて沼宮内,姫路,1210.7,14150
64,21,いわて沼宮内,相生,1231.4,14150
64,22,いわて沼宮内,岡山,1299.3,14800
64,23,いわて沼宮内,新倉敷,1324.5,15010
64,24,いわて沼宮内,福山,1357.6,15010
64,25,いわて沼宮内,新尾道,1377.7,15340
64,26,いわて沼宮内,三原,1389.2,15340
64,27,いわて沼宮内,東広島,1428.8,15660
64,28,いわて沼宮内,広島,1460.6,15980
64,29,いわて沼宮内,新岩国,1502,16310
64,30,いわて沼宮内,徳山,1549.1,16520
64,31,いわて沼宮内,新山口,1593.4,16850
64,32,いわて沼宮内,厚狭,1628.5,17170
64,33,いわて沼宮内,新下関,1655.1,17500
64,34,いわて沼宮内,小倉,1674.1,17500
64,35,いわて沼宮内,博多,1741.3,18140
64,36,いわて沼宮内,新鳥栖,1769.9,18360
64,37,いわて沼宮内,久留米,1777,18360
64,38,いわて沼宮内,筑後船小屋,1792.8,18360
64,39,いわて沼宮内,新大牟田,1810.6,18680
64,40,いわて沼宮内,新玉名,1831.7,18680
64,41,いわて沼宮内,熊本,1859.7,19010
64,42,いわて沼宮内,新八代,1892.6,19330
64,43,いわて沼宮内,新水俣,1935.4,19660
64,44,いわて沼宮内,出水,1951.4,19660
64,45,いわて沼宮内,川内,1984.1,19870
64,46,いわて沼宮内,鹿児島中央,2030.2,20200
64,47,いわて沼宮内,上野,562.8,8960
64,48,いわて沼宮内,大宮,536.1,8420
64,49,いわて沼宮内,小山,485.8,7880
64,50,いわて沼宮内,宇都宮,456.9,7340
64,51,いわて沼宮内,那須塩原,408.6,6800
64,52,いわて沼宮内,新白河,381,6480
64,53,いわて沼宮内,郡山,339.7,5620
64,54,いわて沼宮内,福島,293.6,5080
64,55,いわて沼宮内,白石蔵王,259.6,4430
64,56,いわて沼宮内,仙台,214.6,3670
64,57,いわて沼宮内,古川,171.4,3020
64,58,いわて沼宮内,くりこま高原,150.2,2590
64,59,いわて沼宮内,一ノ関,121.3,2270
64,60,いわて沼宮内,水沢江刺,96.3,1660
64,61,いわて沼宮内,北上,78.9,1320
64,62,いわて沼宮内,新花巻,66.4,1140
64,63,いわて沼宮内,盛岡,31.1,580
64,64,いわて沼宮内,いわて沼宮内,0,#N/A
64,65,いわて沼宮内,二戸,34.6,580
64,66,いわて沼宮内,八戸,65.5,1140
64,67,いわて沼宮内,七戸十和田,101.6,1940
64,68,いわて沼宮内,新青森,147.3,2590
64,69,いわて沼宮内,熊谷,501.7,8210
64,70,いわて沼宮内,本庄早稲田,480.4,7880
64,71,いわて沼宮内,高崎,461.4,7560
64,72,いわて沼宮内,上毛高原,414.8,6800
64,73,いわて沼宮内,越後湯沢,367.2,6260
64,74,いわて沼宮内,浦佐,337.5,5620
64,75,いわて沼宮内,長岡,295.8,5080
64,76,いわて沼宮内,燕三条,272.6,4750
64,77,いわて沼宮内,新潟,232.5,4000
64,78,いわて沼宮内,安中榛名,442.9,7340
64,79,いわて沼宮内,軽井沢,419.6,6800
64,80,いわて沼宮内,佐久平,402,6800
64,81,いわて沼宮内,上田,377.2,6260
64,82,いわて沼宮内,長野,344,5940
64,83,いわて沼宮内,飯山,314.1,5400
64,84,いわて沼宮内,上越妙高,284.5,5080
64,85,いわて沼宮内,糸魚川,247.5,4430
64,86,いわて沼宮内,黒部宇奈月温泉,208.3,3670
64,87,いわて沼宮内,富山,174.5,3020
64,88,いわて沼宮内,新高岡,155.6,2590
64,89,いわて沼宮内,金沢,115.9,1940
64,90,いわて沼宮内,米沢,253.5,4430
64,91,いわて沼宮内,高畠,243.7,4430
64,92,いわて沼宮内,赤湯,237.5,4000
64,93,いわて沼宮内,かみのやま温泉,218.6,3670
64,94,いわて沼宮内,山形,206.5,3670
64,95,いわて沼宮内,天童,193.2,3350
64,96,いわて沼宮内,さくらんぼ東根,185.5,3350
64,97,いわて沼宮内,村山,180.1,3350
64,98,いわて沼宮内,大石田,166.7,3020
64,99,いわて沼宮内,新庄,145,2590
64,100,いわて沼宮内,雫石,15.1,320
64,101,いわて沼宮内,田沢湖,9,200
64,102,いわて沼宮内,角館,27.7,500
64,103,いわて沼宮内,大曲,44.5,760
64,104,いわて沼宮内,秋田,96.2,1660
65,1,二戸,東京,601,9610
65,2,二戸,品川,607.8,9610
65,3,二戸,新横浜,629.8,9610
65,4,二戸,小田原,684.9,10150
65,5,二戸,熱海,705.6,10150
65,6,二戸,三島,721.7,10480
65,7,二戸,新富士,747.2,10480
65,8,二戸,静岡,781.2,10800
65,9,二戸,掛川,830.3,11120
65,10,二戸,浜松,858.1,11340
65,11,二戸,豊橋,894.6,11660
65,12,二戸,三河安城,937.3,11990
65,13,二戸,名古屋,967,12310
65,14,二戸,岐阜羽島,997.3,12310
65,15,二戸,米原,1046.9,12960
65,16,二戸,京都,1114.6,13180
65,17,二戸,新大阪,1153.6,13500
65,18,二戸,新神戸,1190.5,13820
65,19,二戸,西明石,1213.3,14150
65,20,二戸,姫路,1245.3,14470
65,21,二戸,相生,1266,14470
65,22,二戸,岡山,1333.9,15010
65,23,二戸,新倉敷,1359.1,15010
65,24,二戸,福山,1392.2,15340
65,25,二戸,新尾道,1412.3,15660
65,26,二戸,三原,1423.8,15660
65,27,二戸,東広島,1463.4,15980
65,28,二戸,広島,1495.2,16310
65,29,二戸,新岩国,1536.6,16520
65,30,二戸,徳山,1583.7,16850
65,31,二戸,新山口,1628,17170
65,32,二戸,厚狭,1663.1,17500
65,33,二戸,新下関,1689.7,17820
65,34,二戸,小倉,1708.7,17820
65,35,二戸,博多,1775.9,18360
65,36,二戸,新鳥栖,1804.5,18680
65,37,二戸,久留米,1811.6,18680
65,38,二戸,筑後船小屋,1827.4,18680
65,39,二戸,新大牟田,1845.2,19010
65,40,二戸,新玉名,1866.3,19010
65,41,二戸,熊本,1894.3,19330
65,42,二戸,新八代,1927.2,19660
65,43,二戸,新水俣,1970,19870
65,44,二戸,出水,1986,19870
65,45,二戸,川内,2018.7,20200
65,46,二戸,鹿児島中央,2064.8,20520
65,47,二戸,上野,597.4,9290
65,48,二戸,大宮,570.7,8960
65,49,二戸,小山,520.4,8420
65,50,二戸,宇都宮,491.5,7880
65,51,二戸,那須塩原,443.2,7340
65,52,二戸,新白河,415.6,6800
65,53,二戸,郡山,374.3,6260
65,54,二戸,福島,328.2,5620
65,55,二戸,白石蔵王,294.2,5080
65,56,二戸,仙台,249.2,4430
65,57,二戸,古川,206,3670
65,58,二戸,くりこま高原,184.8,3350
65,59,二戸,一ノ関,155.9,2590
65,60,二戸,水沢江刺,130.9,2270
65,61,二戸,北上,113.5,1940
65,62,二戸,新花巻,101,1940
65,63,二戸,盛岡,65.7,1140
65,64,二戸,いわて沼宮内,34.6,580
65,65,二戸,二戸,0,#N/A
65,66,二戸,八戸,30.9,580
65,67,二戸,七戸十和田,67,1140
65,68,二戸,新青森,112.7,1940
65,69,二戸,熊谷,536.3,8420
65,70,二戸,本庄早稲田,515,8210
65,71,二戸,高崎,496,7880
65,72,二戸,上毛高原,449.4,7340
65,73,二戸,越後湯沢,401.8,6800
65,74,二戸,浦佐,372.1,6260
65,75,二戸,長岡,330.4,5620
65,76,二戸,燕三条,307.2,5400
65,77,二戸,新潟,267.1,4750
65,78,二戸,安中榛名,477.5,7560
65,79,二戸,軽井沢,454.2,7340
65,80,二戸,佐久平,436.6,7020
65,81,二戸,上田,411.8,6800
65,82,二戸,長野,378.6,6260
65,83,二戸,飯山,348.7,5940
65,84,二戸,上越妙高,319.1,5400
65,85,二戸,糸魚川,282.1,5080
65,86,二戸,黒部宇奈月温泉,242.9,4430
65,87,二戸,富山,209.1,3670
65,88,二戸,新高岡,190.2,3350
65,89,二戸,金沢,150.5,2590
65,90,二戸,米沢,288.1,5080
65,91,二戸,高畠,278.3,4750
65,92,二戸,赤湯,272.1,4750
65,93,二戸,かみのやま温泉,253.2,4430
65,94,二戸,山形,241.1,4430
65,95,二戸,天童,227.8,4000
65,96,二戸,さくらんぼ東根,220.1,4000
65,97,二戸,村山,214.7,3670
65,98,二戸,大石田,201.3,3670
65,99,二戸,新庄,179.6,3020
65,100,二戸,雫石,49.7,840
65,101,二戸,田沢湖,25.6,500
65,102,二戸,角館,6.9,200
65,103,二戸,大曲,9.9,200
65,104,二戸,秋田,61.6,1140
66,1,八戸,東京,631.9,9610
66,2,八戸,品川,638.7,9610
66,3,八戸,新横浜,660.7,9830
66,4,八戸,小田原,715.8,10150
66,5,八戸,熱海,736.5,10480
66,6,八戸,三島,752.6,10480
66,7,八戸,新富士,778.1,10800
66,8,八戸,静岡,812.1,11120
66,9,八戸,掛川,861.2,11340
66,10,八戸,浜松,889,11660
66,11,八戸,豊橋,925.5,11990
66,12,八戸,三河安城,968.2,12310
66,13,八戸,名古屋,997.9,12310
66,14,八戸,岐阜羽島,1028.2,12640
66,15,八戸,米原,1077.8,12960
66,16,八戸,京都,1145.5,13500
66,17,八戸,新大阪,1184.5,13820
66,18,八戸,新神戸,1221.4,14150
66,19,八戸,西明石,1244.2,14470
66,20,八戸,姫路,1276.2,14470
66,21,八戸,相生,1296.9,14800
66,22,八戸,岡山,1364.8,15340
66,23,八戸,新倉敷,1390,15340
66,24,八戸,福山,1423.1,15660
66,25,八戸,新尾道,1443.2,15980
66,26,八戸,三原,1454.7,15980
66,27,八戸,東広島,1494.3,16310
66,28,八戸,広島,1526.1,16520
66,29,八戸,新岩国,1567.5,16850
66,30,八戸,徳山,1614.6,17170
66,31,八戸,新山口,1658.9,17500
66,32,八戸,厚狭,1694,17820
66,33,八戸,新下関,1720.6,18140
66,34,八戸,小倉,1739.6,18140
66,35,八戸,博多,1806.8,18680
66,36,八戸,新鳥栖,1835.4,18680
66,37,八戸,久留米,1842.5,19010
66,38,八戸,筑後船小屋,1858.3,19010
66,39,八戸,新大牟田,1876.1,19010
66,40,八戸,新玉名,1897.2,19330
66,41,八戸,熊本,1925.2,19660
66,42,八戸,新八代,1958.1,19660
66,43,八戸,新水俣,2000.9,20200
66,44,八戸,出水,2016.9,20200
66,45,八戸,川内,2049.6,20520
66,46,八戸,鹿児島中央,2095.7,20840
66,47,八戸,上野,628.3,9610
66,48,八戸,大宮,601.6,9610
66,49,八戸,小山,551.3,8750
66,50,八戸,宇都宮,522.4,8420
66,51,八戸,那須塩原,474.1,7560
66,52,八戸,新白河,446.5,7340
66,53,八戸,郡山,405.2,6800
66,54,八戸,福島,359.1,5940
66,55,八戸,白石蔵王,325.1,5620
66,56,八戸,仙台,280.1,5080
66,57,八戸,古川,236.9,4000
66,58,八戸,くりこま高原,215.7,3670
66,59,八戸,一ノ関,186.8,3350
66,60,八戸,水沢江刺,161.8,3020
66,61,八戸,北上,144.4,2590
66,62,八戸,新花巻,131.9,2270
66,63,八戸,盛岡,96.6,1660
66,64,八戸,いわて沼宮内,65.5,1140
66,65,八戸,二戸,30.9,580
66,66,八戸,八戸,0,#N/A
66,67,八戸,七戸十和田,36.1,670
66,68,八戸,新青森,81.8,1490
66,69,八戸,熊谷,567.2,8960
66,70,八戸,本庄早稲田,545.9,8750
66,71,八戸,高崎,526.9,8420
66,72,八戸,上毛高原,480.3,7880
66,73,八戸,越後湯沢,432.7,7020
66,74,八戸,浦佐,403,6800
66,75,八戸,長岡,361.3,6260
66,76,八戸,燕三条,338.1,5620
66,77,八戸,新潟,298,5080
66,78,八戸,安中榛名,508.4,8210
66,79,八戸,軽井沢,485.1,7880
66,80,八戸,佐久平,467.5,7560
66,81,八戸,上田,442.7,7340
66,82,八戸,長野,409.5,6800
66,83,八戸,飯山,379.6,6260
66,84,八戸,上越妙高,350,5940
66,85,八戸,糸魚川,313,5400
66,86,八戸,黒部宇奈月温泉,273.8,4750
66,87,八戸,富山,240,4000
66,88,八戸,新高岡,221.1,4000
66,89,八戸,金沢,181.4,3350
66,90,八戸,米沢,319,5400
66,91,八戸,高畠,309.2,5400
66,92,八戸,赤湯,303,5400
66,93,八戸,かみのやま温泉,284.1,5080
66,94,八戸,山形,272,4750
66,95,八戸,天童,258.7,4430
66,96,八戸,さくらんぼ東根,251,4430
66,97,八戸,村山,245.6,4430
66,98,八戸,大石田,232.2,4000
66,99,八戸,新庄,210.5,3670
66,100,八戸,雫石,80.6,1490
66,101,八戸,田沢湖,56.5,970
66,102,八戸,角館,37.8,670
66,103,八戸,大曲,21,410
66,104,八戸,秋田,30.7,580
67,1,七戸十和田,東京,668,9830
67,2,七戸十和田,品川,674.8,9830
67,3,七戸十和田,新横浜,696.8,10150
67,4,七戸十和田,小田原,751.9,10480
67,5,七戸十和田,熱海,772.6,10800
67,6,七戸十和田,三島,788.7,10800
67,7,七戸十和田,新富士,814.2,11120
67,8,七戸十和田,静岡,848.2,11340
67,9,七戸十和田,掛川,897.3,11660
67,10,七戸十和田,浜松,925.1,11990
67,11,七戸十和田,豊橋,961.6,12310
67,12,七戸十和田,三河安城,1004.3,12640
67,13,七戸十和田,名古屋,1034,12640
67,14,七戸十和田,岐阜羽島,1064.3,12960
67,15,七戸十和田,米原,1113.9,13180
67,16,七戸十和田,京都,1181.6,13820
67,17,七戸十和田,新大阪,1220.6,14150
67,18,七戸十和田,新神戸,1257.5,14470
67,19,七戸十和田,西明石,1280.3,14800
67,20,七戸十和田,姫路,1312.3,14800
67,21,七戸十和田,相生,1333,15010
67,22,七戸十和田,岡山,1400.9,15660
67,23,七戸十和田,新倉敷,1426.1,15660
67,24,七戸十和田,福山,1459.2,15980
67,25,七戸十和田,新尾道,1479.3,15980
67,26,七戸十和田,三原,1490.8,16310
67,27,七戸十和田,東広島,1530.4,16520
67,28,七戸十和田,広島,1562.2,16850
67,29,七戸十和田,新岩国,1603.6,17170
67,30,七戸十和田,徳山,1650.7,17500
67,31,七戸十和田,新山口,1695,17820
67,32,七戸十和田,厚狭,1730.1,18140
67,33,七戸十和田,新下関,1756.7,18140
67,34,七戸十和田,小倉,1775.7,18360
67,35,七戸十和田,博多,1842.9,19010
67,36,七戸十和田,新鳥栖,1871.5,19010
67,37,七戸十和田,久留米,1878.6,19010
67,38,七戸十和田,筑後船小屋,1894.4,19330
67,39,七戸十和田,新大牟田,1912.2,19330
67,40,七戸十和田,新玉名,1933.3,19660
67,41,七戸十和田,熊本,1961.3,19870
67,42,七戸十和田,新八代,1994.2,19870
67,43,七戸十和田,新水俣,2037,20200
67,44,七戸十和田,出水,2053,20520
67,45,七戸十和田,川内,2085.7,20840
67,46,七戸十和田,鹿児島中央,2131.8,21170
67,47,七戸十和田,上野,664.4,9830
67,48,七戸十和田,大宮,637.7,9610
67,49,七戸十和田,小山,587.4,9290
67,50,七戸十和田,宇都宮,558.5,8750
67,51,七戸十和田,那須塩原,510.2,8210
67,52,七戸十和田,新白河,482.6,7880
67,53,七戸十和田,郡山,441.3,7340
67,54,七戸十和田,福島,395.2,6480
67,55,七戸十和田,白石蔵王,361.2,6260
67,56,七戸十和田,仙台,316.2,5400
67,57,七戸十和田,古川,273,4750
67,58,七戸十和田,くりこま高原,251.8,4430
67,59,七戸十和田,一ノ関,222.9,4000
67,60,七戸十和田,水沢江刺,197.9,3350
67,61,七戸十和田,北上,180.5,3350
67,62,七戸十和田,新花巻,168,3020
67,63,七戸十和田,盛岡,132.7,2270
67,64,七戸十和田,いわて沼宮内,101.6,1940
67,65,七戸十和田,二戸,67,1140
67,66,七戸十和田,八戸,36.1,670
67,67,七戸十和田,七戸十和田,0,#N/A
67,68,七戸十和田,新青森,45.7,840
67,69,七戸十和田,熊谷,603.3,9610
67,70,七戸十和田,本庄早稲田,582,9290
67,71,七戸十和田,高崎,563,8960
67,72,七戸十和田,上毛高原,516.4,8210
67,73,七戸十和田,越後湯沢,468.8,7560
67,74,七戸十和田,浦佐,439.1,7020
67,75,七戸十和田,長岡,397.4,6480
67,76,七戸十和田,燕三条,374.2,6260
67,77,七戸十和田,新潟,334.1,5620
67,78,七戸十和田,安中榛名,544.5,8750
67,79,七戸十和田,軽井沢,521.2,8420
67,80,七戸十和田,佐久平,503.6,8210
67,81,七戸十和田,上田,478.8,7560
67,82,七戸十和田,長野,445.6,7340
67,83,七戸十和田,飯山,415.7,6800
67,84,七戸十和田,上越妙高,386.1,6480
67,85,七戸十和田,糸魚川,349.1,5940
67,86,七戸十和田,黒部宇奈月温泉,309.9,5400
67,87,七戸十和田,富山,276.1,4750
67,88,七戸十和田,新高岡,257.2,4430
67,89,七戸十和田,金沢,217.5,3670
67,90,七戸十和田,米沢,355.1,5940
67,91,七戸十和田,高畠,345.3,5940
67,92,七戸十和田,赤湯,339.1,5620
67,93,七戸十和田,かみのやま温泉,320.2,5620
67,94,七戸十和田,山形,308.1,5400
67,95,七戸十和田,天童,294.8,5080
67,96,七戸十和田,さくらんぼ東根,287.1,5080
67,97,七戸十和田,村山,281.7,5080
67,98,七戸十和田,大石田,268.3,4750
67,99,七戸十和田,新庄,246.6,4430
67,100,七戸十和田,雫石,116.7,1940
67,101,七戸十和田,田沢湖,92.6,1660
67,102,七戸十和田,角館,73.9,1320
67,103,七戸十和田,大曲,57.1,970
67,104,七戸十和田,秋田,5.4,190
68,1,新青森,東京,713.7,10150
68,2,新青森,品川,720.5,10480
